Score,Text
0.385,"""After a nervous couple of days test results now confirm my life will be no different whatsoever as the result of two actors divorcing, phew!"""
0.625,"""#NawazSharif confesses that #Pakistan supports #terror at #unga\n#BurhanWani"""
0.229,"""And I would advise that everyone wait to watch ,or actually don't wait, just don't even watch it because it is #awful"""
0.500,"""But this is the internet age, so get mad out of any and all proportion and assume the terrible worst with little to no facts or knowledge."""
0.667,"""World is facing #terrorism. Where #Terrorist's school exist? Who are terrorist's teacher &amp; father. Which is terrorist's motherland?"""
0.250,"""My roommate: it's okay that we can't spell because we have autocorrect. #terrible #firstworldprobs"""
0.417,"""You certainly wouldn't catch me with the multitude. #ghastly"""
0.854,"""#amwriting #horror in the dark and a loud creaking door noise is coming from the kitchen. There are no doors there to creak. WTF."""
0.351,"""Loving talk #challenge #fear #map #inspiration #stayunstoppable"""
0.250,"""yup. He can celebrate and no he doesn't hesitate"""
0.275,"""Lady gaga fucking followed i have been waiting for this day for ages it fucking happened im shaking thank you so much ❤️"""
0.660,"""#UNGA no talks should be carried out with Pakistan now ... His mouth stinks of #terrorism #UriAttack"""
0.438,"""just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do...#sike #losers #terrible"""
0.417,"""This is so lovely! Or I am frightened, not sure which! But, wow!"""
0.146,"""Can't start a good day without a cup of tea! \n\n #tea #day #goodday"""
0.729,"""US you need to band together not apart #nevertrump he promotes hatred and fuels #fear"""
0.479,"""almost all of my mutuals intimidated me at some point or still do"""
0.375,"""GUY was such a video I'm shaking"""
0.650,"""Knowing I have my hair to wash and dry is like knowing you had that English close reading in your school bag to do #dread"""
0.771,"""#AnthonyWeiner #DISTRACTION #what is really going on? #selection #election #Syria #race #riots #GasCrisis2016 #NoDAPL #rape"""
0.500,"""two congressional hearings in USA stopped financial aid to Pak and asked it to prove that it is doing enough to stop terrorism 1n"""
0.629,"""#ahs6 every 5 minutes I've been saying 'nope nope I'd be gone by now.' 'MOVE' or 'GTFO' so thank you for the #fear"""
0.500,"""it wasn't a joke . #bully"""
0.562,"""i've seen the elder watching me during my community hours and i honestly don't have an idea about what my assignment will be. #apprehensive"""
0.542,"""and claimed that all of the same things could scare us\nbut we were tough because of ancestry"""
0.854,"""I think I may have a mild anxiety problem. I think that's what this feeling may be.."""
0.688,"""The horror!"""
0.625,"""I forgot #BB18 was on tonight 😳 that is how much the real world has been distracting me #horrid 🙅🏼🙈🙊"""
0.146,"""Some serious hip shaking going on tonight 😜"""
0.542,"""today which can impact the signal, I'm afraid :-( Our engineers are working to have this resolved by this evening and you'll"""
0.667,"""Editing a father of the bride speech. At 3 minutes in she tells him to wrap it up. He goes on for 12 more minutes. #nightmare"""
0.438,"""Tomorrow is the day I cut and dye my hair! 😳 #excited"""
0.625,"""we shiver in the pause between words \nabandonment still fresh upon the tips of our tongues"""
0.354,"""9 -9 vs Atlanta this yr, 2 - 11 vs Rockies and DBacks this yr. That's a combined 11 - 20 vs 3 atrocious teams in NL #awful"""
0.750,"""Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. I've worked 20+ years for this govt--&gt;"""
0.333,"""Just want to be a dad so i can play kick the baby with my little one #southpark #mellogang #ghastly #edm #plur #dad #djlife #dj #producer"""
0.500,"""realising you have no conditioner after already shampooing 😓😓"""
0.396,"""My three year old asked me if Trump was a bad man, like a bully. After saying yes he's a bully, my son said mute him. We did!"""
0.820,"""Omg that is just horrific. Something needs to be done. 😢"""
0.417,"""my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if i'm burning alive :) :):)"""
0.333,"""CN seems like you only appreciate good reviews. No apologies to my concern years ago."""
0.688,"""it's sad but now we are making our own children vulnerable to the same terror."""
0.354,"""just finally started #homefronttherevolution, what did you all do the story and gameplay??? #wasteofmoney"""
0.646,"""Your boy' is having a nightmare"""
0.812,"""I'm not afraid to love, I'm afraid of not being loved back."""
0.458,""".Ordered before 10pm last night, paid for next day. Didn't bother to fufill order. Now 14 working days for a refund! #shocking"""
0.438,"""For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary"""
0.812,"""In #Bangladesh war, #US almost bombed us had #Russia not been there. What strategy for #China on #Pakistan? Time ripe to crush #terror camps"""
0.337,"""Friday is here, and we are open tonight and tomorrow. Get a jump on your Halloween and come play with us. #hauntedattraction #tulsa"""
0.604,"""Idk why but this Time around its so hard that it hurts, I already miss them all so much #silly #family #friends"""
0.104,"""Ok this movie was good in it's time, and whilst we were young... 😂 Still enjoy a shy Ethan Hawk #BeforeSunrise"""
0.729,"""These mets know how to give someone anxiety #mets #lgm #anxiety"""
0.200,"""I could of told you that one lmfao 😂 Then old niggas get wasted and start fucking around"""
0.604,"""also we are having riots and protests at alarming rate every time there's a person of color that is shot."""
0.604,"""a pedicure is supposed to be nice but honestly I'm so nervous rn my feet are too ticklish"""
0.562,"""replace the carpet!! #shocking !!!!"""
0.354,"""I can't wait to hear what he had to say about the brilliant Dr. Hawking... it should be rich... In the poorest of taste! #bully"""
0.458,"""I'm eating sushi, I'm shaking for you"""
0.375,"""Getting ready to open the tastings at Whisky Shop Dufftown Autumn festival! #murraymcdavid #whisky #drams"""
0.271,"""We Are Source!!\n\n #mindset #philosophy #thoughtsbecomethings #news #lifehacks #you #LIFE #PleaseRT #ProblemSolving"""
0.562,"""Amal Clooney should try to prosecute #Bush/ #Blair for #war crimes that turned our World upside down&amp;created"""
0.188,"""You are all our angelic comrades!"""
0.398,"""Had a conversion with a random fellow passenger on a #melbourne yesterday evening #astounded #youwouldntreadaboutit"""
0.354,"""okay, not dead, but if I were, I'd come back to lovingly haunt your sweet asses"""
0.396,"""Good start to the day I forgot to set my #alarm just as well it's #Friday 😆"""
0.542,"""#bully #Bullshit #fullofshit please take out the #garbage"""
0.750,"""Don't understand reason for #Muslim countries citing #terrorism as reason for not taking #refugees. Aren't #terror attacks against infidels?"""
0.417,"""#awful service at your Camden store yesterday. Assistants thought it more important to put clothes on hangers than serve."""
0.521,"""When my life became such a concern to irrelevant ass people I'll never know"""
0.854,"""That feeling you get when you know the information but scared you might do bad on a test #collegelife #nervous 😥😥"""
0.646,"""If they say the words radical Islamic terrorist, will that somehow make the terror groups drop their weapons?"""
0.917,"""Job interview in the afternoon #nervous #ek"""
0.875,"""He replied to my comments 4 times now i'm shaking omg"""
0.708,"""If you think reason will prevail in this election remember that Hitler was elected by what was then a wholly 'reasonable' society. #fear"""
0.583,"""Angelino's been horrific"""
0.500,"""When you just want all the attention #cantsleep"""
0.500,"""PS: I still think your broken leg against Scott Steiner was one of the most horrific injuries I've ever seen in the ring #ccot"""
0.660,"""the struggle is real. Whoa! I worry for the younger generation 💔"""
0.479,"""WOW you're calling me bully bc I correct a typo?😂 harsh"""
0.688,"""Even death is unreliable. Instead of zero it may be some ghastly hallucination, such as the square root of minus one. Samuel Beckett"""
0.500,"""Especially true if there is an impulsive, thin-skinned bully who likes to silence critics &amp; opponents as president. #voxconversations"""
0.438,"""this girl at my new school is so pretty i am #intimidated"""
0.292,"""Huge congrats to my friends at on the #USAPREMIERE tomorrow! #film #horror #thevoid #featurefilm #scaryshit"""
0.521,"""I find it less daunting if I know one person at least!"""
0.562,"""I understand your concerns but look at her foundation contributions #worry"""
0.688,"""think shes afraid to fight Holly. One can only imagine what goes through her head when she thinks of Cyborg"""
0.750,"""If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people? #fear"""
0.625,"""I worry about typos in any email to Simon, draft attached or not..."""
0.833,"""is this a bridge if I have to drive on such I will stop breathing Yooo I can't I'm to afraid"""
0.667,"""Hope I sleep - no nightmare of Bakewell tarts #yuk #GBBO"""
0.604,"""lool soon as man start loosing weight. Its panic"""
0.846,"""I Don't know what make #Pakistan fear more their #terrorist or their #terrorism #TerrorStatePak"""
0.438,"""i was just talking about it last week .. how does your outside appearance (ie. dread locks) affect the ability you have to work?"""
0.417,"""The cure for anxiety is an intimate relationship with Christ. - 1 John 4:18"""
0.562,"""I Don't know what make #Pakistan fear more their #terrorist or their #TerrorStatePak"""
0.375,"""dw I think cheeks are the most attractive thing in guys too it's terrible tbh"""
0.460,"""shock horror handicap dodger is at the top 😂 close on the agg cup good , but think pressure will get to mark🤔"""
0.542,"""Haven't gotten one hour of sleep... Today is going to be a fun day 😐"""
0.333,"""You can make excuses or you can make time. You can't make both. #time #regret #anxiety #LifeCoach"""
0.875,"""Just want Saturday to be over but then again I want to do good #LSAT #nervous"""
